run,type,module,name,attrname,attrvalue,value
General-16-20240428-16:41:48-11318,attr,Supermarket.cashiers[1],idleTimePerCashier:mean,title,"IdleTimePerCashier, mean",
General-16-20240428-16:41:48-11318,scalar,Supermarket.cashiers[1],serviceTimePerCashier:mean,,,19.451870154188
General-16-20240428-16:41:48-11318,attr,Supermarket.cashiers[1],serviceTimePerCashier:mean,recordingmode,mean,
General-16-20240428-16:41:48-11318,attr,Supermarket.cashiers[1],serviceTimePerCashier:mean,source,updateServiceTime,
General-16-20240428-16:41:48-11318,attr,Supermarket.cashiers[1],serviceTimePerCashier:mean,title,"ServiceTimePerCashier, mean",
General-16-20240428-16:41:48-11318,scalar,Supermarket.cashiers[2],idleTimePerCashier:mean,,,7.4858276630209
General-16-20240428-16:41:48-11318,attr,Supermarket.cashiers[2],idleTimePerCashier:mean,recordingmode,mean,
General-16-20240428-16:41:48-11318,attr,Supermarket.cashiers[2],idleTimePerCashier:mean,source,updateIdleTime,
General-16-20240428-16:41:48-11318,attr,Supermarket.cashiers[2],idleTimePerCashier:mean,title,"IdleTimePerCashier, mean",
General-16-20240428-16:41:48-11318,scalar,Supermarket.cashiers[2],serviceTimePerCashier:mean,,,16.146680766453
General-16-20240428-16:41:48-11318,attr,Supermarket.cashiers[2],serviceTimePerCashier:mean,recordingmode,mean,
General-16-20240428-16:41:48-11318,attr,Supermarket.cashiers[2],serviceTimePerCashier:mean,source,updateServiceTime,
General-16-20240428-16:41:48-11318,attr,Supermarket.cashiers[2],serviceTimePerCashier:mean,title,"ServiceTimePerCashier, mean",
General-16-20240428-16:41:48-11318,scalar,Supermarket.cashiers[3],idleTimePerCashier:mean,,,13.61114095087
General-16-20240428-16:41:48-11318,attr,Supermarket.cashiers[3],idleTimePerCashier:mean,recordingmode,mean,
General-16-20240428-16:41:48-11318,attr,Supermarket.cashiers[3],idleTimePerCashier:mean,source,updateIdleTime,
General-16-20240428-16:41:48-11318,attr,Supermarket.cashiers[3],idleTimePerCashier:mean,title,"IdleTimePerCashier, mean",
General-16-20240428-16:41:48-11318,scalar,Supermarket.cashiers[3],serviceTimePerCashier:mean,,,15.357917988452
General-16-20240428-16:41:48-11318,attr,Supermarket.cashiers[3],serviceTimePerCashier:mean,recordingmode,mean,
General-16-20240428-16:41:48-11318,attr,Supermarket.cashiers[3],serviceTimePerCashier:mean,source,updateServiceTime,
General-16-20240428-16:41:48-11318,attr,Supermarket.cashiers[3],serviceTimePerCashier:mean,title,"ServiceTimePerCashier, mean",
General-16-20240428-16:41:48-11318,scalar,Supermarket,custTotalWaitingTime:sum,,,18883.658077903
General-16-20240428-16:41:48-11318,attr,Supermarket,custTotalWaitingTime:sum,recordingmode,sum,
General-16-20240428-16:41:48-11318,attr,Supermarket,custTotalWaitingTime:sum,source,customerFinished,
General-16-20240428-16:41:48-11318,attr,Supermarket,custTotalWaitingTime:sum,title,"cust total waiting time, sum",
General-16-20240428-16:41:48-11318,scalar,Supermarket,custMeanWaitingTime:mean,,,18.883658077903
General-16-20240428-16:41:48-11318,attr,Supermarket,custMeanWaitingTime:mean,recordingmode,mean,
General-16-20240428-16:41:48-11318,attr,Supermarket,custMeanWaitingTime:mean,source,customerFinished,
General-16-20240428-16:41:48-11318,attr,Supermarket,custMeanWaitingTime:mean,title,"Cust mean waiting time, mean",
General-17-20240428-16:41:49-11318,scalar,Supermarket.cashiers[0],idleTimePerCashier:mean,,,3.6345304248361
General-17-20240428-16:41:49-11318,attr,Supermarket.cashiers[0],idleTimePerCashier:mean,recordingmode,mean,
General-17-20240428-16:41:49-11318,attr,Supermarket.cashiers[0],idleTimePerCashier:mean,source,updateIdleTime,
General-17-20240428-16:41:49-11318,attr,Supermarket.cashiers[0],idleTimePerCashier:mean,title,"IdleTimePerCashier, mean",
General-17-20240428-16:41:49-11318,scalar,Supermarket.cashiers[0],serviceTimePerCashier:mean,,,27.821313277133
General-17-20240428-16:41:49-11318,attr,Supermarket.cashiers[0],serviceTimePerCashier:mean,recordingmode,mean,
General-17-20240428-16:41:49-11318,attr,Supermarket.cashiers[0],serviceTimePerCashier:mean,source,updateServiceTime,
General-17-20240428-16:41:49-11318,attr,Supermarket.cashiers[0],serviceTimePerCashier:mean,title,"ServiceTimePerCashier, mean",
General-17-20240428-16:41:49-11318,scalar,Supermarket.cashiers[1],idleTimePerCashier:mean,,,4.9445722663217
General-17-20240428-16:41:49-11318,attr,Supermarket.cashiers[1],idleTimePerCashier:mean,recordingmode,mean,
General-17-20240428-16:41:49-11318,attr,Supermarket.cashiers[1],idleTimePerCashier:mean,source,updateIdleTime,
General-17-20240428-16:41:49-11318,attr,Supermarket.cashiers[1],idleTimePerCashier:mean,title,"IdleTimePerCashier, mean",
General-17-20240428-16:41:49-11318,scalar,Supermarket.cashiers[1],serviceTimePerCashier:mean,,,20.646582294835
General-17-20240428-16:41:49-11318,attr,Supermarket.cashiers[1],serviceTimePerCashier:mean,recordingmode,mean,
General-17-20240428-16:41:49-11318,attr,Supermarket.cashiers[1],serviceTimePerCashier:mean,source,updateServiceTime,
General-17-20240428-16:41:49-11318,attr,Supermarket.cashiers[1],serviceTimePerCashier:mean,title,"ServiceTimePerCashier, mean",
General-17-20240428-16:41:49-11318,scalar,Supermarket.cashiers[2],idleTimePerCashier:mean,,,7.1363268136404
General-17-20240428-16:41:49-11318,attr,Supermarket.cashiers[2],idleTimePerCashier:mean,recordingmode,mean,
General-17-20240428-16:41:49-11318,attr,Supermarket.cashiers[2],idleTimePerCashier:mean,source,updateIdleTime,
General-17-20240428-16:41:49-11318,attr,Supermarket.cashiers[2],idleTimePerCashier:mean,title,"IdleTimePerCashier, mean",
General-17-20240428-16:41:49-11318,scalar,Supermarket.cashiers[2],serviceTimePerCashier:mean,,,16.743217799336
General-17-20240428-16:41:49-11318,attr,Supermarket.cashiers[2],serviceTimePerCashier:mean,recordingmode,mean,
General-17-20240428-16:41:49-11318,attr,Supermarket.cashiers[2],serviceTimePerCashier:mean,source,updateServiceTime,
General-17-20240428-16:41:49-11318,attr,Supermarket.cashiers[2],serviceTimePerCashier:mean,title,"ServiceTimePerCashier, mean",
General-17-20240428-16:41:49-11318,scalar,Supermarket.cashiers[3],idleTimePerCashier:mean,,,12.495622829891
General-17-20240428-16:41:49-11318,attr,Supermarket.cashiers[3],idleTimePerCashier:mean,recordingmode,mean,
General-17-20240428-16:41:49-11318,attr,Supermarket.cashiers[3],idleTimePerCashier:mean,source,updateIdleTime,
General-17-20240428-16:41:49-11318,attr,Supermarket.cashiers[3],idleTimePerCashier:mean,title,"IdleTimePerCashier, mean",
General-17-20240428-16:41:49-11318,scalar,Supermarket.cashiers[3],serviceTimePerCashier:mean,,,16.282643197574
General-17-20240428-16:41:49-11318,attr,Supermarket.cashiers[3],serviceTimePerCashier:mean,recordingmode,mean,
General-17-20240428-16:41:49-11318,attr,Supermarket.cashiers[3],serviceTimePerCashier:mean,source,updateServiceTime,
General-17-20240428-16:41:49-11318,attr,Supermarket.cashiers[3],serviceTimePerCashier:mean,title,"ServiceTimePerCashier, mean",
General-17-20240428-16:41:49-11318,scalar,Supermarket,custTotalWaitingTime:sum,,,19305.287017799
General-17-20240428-16:41:49-11318,attr,Supermarket,custTotalWaitingTime:sum,recordingmode,sum,
General-17-20240428-16:41:49-11318,attr,Supermarket,custTotalWaitingTime:sum,source,customerFinished,
General-17-20240428-16:41:49-11318,attr,Supermarket,custTotalWaitingTime:sum,title,"cust total waiting time, sum",
General-17-20240428-16:41:49-11318,scalar,Supermarket,custMeanWaitingTime:mean,,,19.305287017799
General-17-20240428-16:41:49-11318,attr,Supermarket,custMeanWaitingTime:mean,recordingmode,mean,
General-17-20240428-16:41:49-11318,attr,Supermarket,custMeanWaitingTime:mean,source,customerFinished,
General-17-20240428-16:41:49-11318,attr,Supermarket,custMeanWaitingTime:mean,title,"Cust mean waiting time, mean",
General-18-20240428-16:41:49-11318,scalar,Supermarket.cashiers[0],idleTimePerCashier:mean,,,3.8829559979807
General-18-20240428-16:41:49-11318,attr,Supermarket.cashiers[0],idleTimePerCashier:mean,recordingmode,mean,
General-18-20240428-16:41:49-11318,attr,Supermarket.cashiers[0],idleTimePerCashier:mean,source,updateIdleTime,
General-18-20240428-16:41:49-11318,attr,Supermarket.cashiers[0],idleTimePerCashier:mean,title,"IdleTimePerCashier, mean",
General-18-20240428-16:41:49-11318,scalar,Supermarket.cashiers[0],serviceTimePerCashier:mean,,,29.689146219956
General-18-20240428-16:41:49-11318,attr,Supermarket.cashiers[0],serviceTimePerCashier:mean,recordingmode,mean,
General-18-20240428-16:41:49-11318,attr,Supermarket.cashiers[0],serviceTimePerCashier:mean,source,updateServiceTime,
General-18-20240428-16:41:49-11318,attr,Supermarket.cashiers[0],serviceTimePerCashier:mean,title,"ServiceTimePerCashier, mean",
General-18-20240428-16:41:49-11318,scalar,Supermarket.cashiers[1],idleTimePerCashier:mean,,,4.975081546064
General-18-20240428-16:41:49-11318,attr,Supermarket.cashiers[1],idleTimePerCashier:mean,recordingmode,mean,
General-18-20240428-16:41:49-11318,attr,Supermarket.cashiers[1],idleTimePerCashier:mean,source,updateIdleTime,
General-18-20240428-16:41:49-11318,attr,Supermarket.cashiers[1],idleTimePerCashier:mean,title,"IdleTimePerCashier, mean",
General-18-20240428-16:41:49-11318,scalar,Supermarket.cashiers[1],serviceTimePerCashier:mean,,,20.729522811715
General-18-20240428-16:41:49-11318,attr,Supermarket.cashiers[1],serviceTimePerCashier:mean,recordingmode,mean,
General-18-20240428-16:41:49-11318,attr,Supermarket.cashiers[1],serviceTimePerCashier:mean,source,updateServiceTime,
General-18-20240428-16:41:49-11318,attr,Supermarket.cashiers[1],serviceTimePerCashier:mean,title,"ServiceTimePerCashier, mean",
General-18-20240428-16:41:49-11318,scalar,Supermarket.cashiers[2],idleTimePerCashier:mean,,,6.742194507873
General-18-20240428-16:41:49-11318,attr,Supermarket.cashiers[2],idleTimePerCashier:mean,recordingmode,mean,
General-18-20240428-16:41:49-11318,attr,Supermarket.cashiers[2],idleTimePerCashier:mean,source,updateIdleTime,
General-18-20240428-16:41:49-11318,attr,Supermarket.cashiers[2],idleTimePerCashier:mean,title,"IdleTimePerCashier, mean",
General-18-20240428-16:41:49-11318,scalar,Supermarket.cashiers[2],serviceTimePerCashier:mean,,,16.218447532889
General-18-20240428-16:41:49-11318,attr,Supermarket.cashiers[2],serviceTimePerCashier:mean,recordingmode,mean,
General-18-20240428-16:41:49-11318,attr,Supermarket.cashiers[2],serviceTimePerCashier:mean,source,updateServiceTime,
General-18-20240428-16:41:49-11318,attr,Supermarket.cashiers[2],serviceTimePerCashier:mean,title,"ServiceTimePerCashier, mean",
General-18-20240428-16:41:49-11318,scalar,Supermarket.cashiers[3],idleTimePerCashier:mean,,,12.162772625241
General-18-20240428-16:41:49-11318,attr,Supermarket.cashiers[3],idleTimePerCashier:mean,recordingmode,mean,
General-18-20240428-16:41:49-11318,attr,Supermarket.cashiers[3],idleTimePerCashier:mean,source,updateIdleTime,
General-18-20240428-16:41:49-11318,attr,Supermarket.cashiers[3],idleTimePerCashier:mean,title,"IdleTimePerCashier, mean",
General-18-20240428-16:41:49-11318,scalar,Supermarket.cashiers[3],serviceTimePerCashier:mean,,,16.367216041927
General-18-20240428-16:41:49-11318,attr,Supermarket.cashiers[3],serviceTimePerCashier:mean,recordingmode,mean,
General-18-20240428-16:41:49-11318,attr,Supermarket.cashiers[3],serviceTimePerCashier:mean,source,updateServiceTime,
General-18-20240428-16:41:49-11318,attr,Supermarket.cashiers[3],serviceTimePerCashier:mean,title,"ServiceTimePerCashier, mean",
General-18-20240428-16:41:49-11318,scalar,Supermarket,custTotalWaitingTime:sum,,,19241.352605714
General-18-20240428-16:41:49-11318,attr,Supermarket,custTotalWaitingTime:sum,recordingmode,sum,
General-18-20240428-16:41:49-11318,attr,Supermarket,custTotalWaitingTime:sum,source,customerFinished,
General-18-20240428-16:41:49-11318,attr,Supermarket,custTotalWaitingTime:sum,title,"cust total waiting time, sum",
General-18-20240428-16:41:49-11318,scalar,Supermarket,custMeanWaitingTime:mean,,,19.241352605714
General-18-20240428-16:41:49-11318,attr,Supermarket,custMeanWaitingTime:mean,recordingmode,mean,
General-18-20240428-16:41:49-11318,attr,Supermarket,custMeanWaitingTime:mean,source,customerFinished,
General-18-20240428-16:41:49-11318,attr,Supermarket,custMeanWaitingTime:mean,title,"Cust mean waiting time, mean",
General-19-20240428-16:41:49-11318,scalar,Supermarket.cashiers[0],idleTimePerCashier:mean,,,3.9924016739298
General-19-20240428-16:41:49-11318,attr,Supermarket.cashiers[0],idleTimePerCashier:mean,recordingmode,mean,
General-19-20240428-16:41:49-11318,attr,Supermarket.cashiers[0],idleTimePerCashier:mean,source,updateIdleTime,
General-19-20240428-16:41:49-11318,attr,Supermarket.cashiers[0],idleTimePerCashier:mean,title,"IdleTimePerCashier, mean",
General-19-20240428-16:41:49-11318,scalar,Supermarket.cashiers[0],serviceTimePerCashier:mean,,,29.252309685926
General-19-20240428-16:41:49-11318,attr,Supermarket.cashiers[0],serviceTimePerCashier:mean,recordingmode,mean,
General-19-20240428-16:41:49-11318,attr,Supermarket.cashiers[0],serviceTimePerCashier:mean,source,updateServiceTime,
General-19-20240428-16:41:49-11318,attr,Supermarket.cashiers[0],serviceTimePerCashier:mean,title,"ServiceTimePerCashier, mean",
General-19-20240428-16:41:49-11318,scalar,Supermarket.cashiers[1],idleTimePerCashier:mean,,,5.0089406511771
General-19-20240428-16:41:49-11318,attr,Supermarket.cashiers[1],idleTimePerCashier:mean,recordingmode,mean,
General-19-20240428-16:41:49-11318,attr,Supermarket.cashiers[1],idleTimePerCashier:mean,source,updateIdleTime,
General-19-20240428-16:41:49-11318,attr,Supermarket.cashiers[1],idleTimePerCashier:mean,title,"IdleTimePerCashier, mean",
General-19-20240428-16:41:49-11318,scalar,Supermarket.cashiers[1],serviceTimePerCashier:mean,,,19.431582120738
General-19-20240428-16:41:49-11318,attr,Supermarket.cashiers[1],serviceTimePerCashier:mean,recordingmode,mean,
General-19-20240428-16:41:49-11318,attr,Supermarket.cashiers[1],serviceTimePerCashier:mean,source,updateServiceTime,
General-19-20240428-16:41:49-11318,attr,Supermarket.cashiers[1],serviceTimePerCashier:mean,title,"ServiceTimePerCashier, mean",
General-19-20240428-16:41:49-11318,scalar,Supermarket.cashiers[2],idleTimePerCashier:mean,,,7.2292895851773
General-19-20240428-16:41:49-11318,attr,Supermarket.cashiers[2],idleTimePerCashier:mean,recordingmode,mean,
General-19-20240428-16:41:49-11318,attr,Supermarket.cashiers[2],idleTimePerCashier:mean,source,updateIdleTime,
General-19-20240428-16:41:49-11318,attr,Supermarket.cashiers[2],idleTimePerCashier:mean,title,"IdleTimePerCashier, mean",
General-19-20240428-16:41:49-11318,scalar,Supermarket.cashiers[2],serviceTimePerCashier:mean,,,16.175538509566
General-19-20240428-16:41:49-11318,attr,Supermarket.cashiers[2],serviceTimePerCashier:mean,recordingmode,mean,
General-19-20240428-16:41:49-11318,attr,Supermarket.cashiers[2],serviceTimePerCashier:mean,source,updateServiceTime,
General-19-20240428-16:41:49-11318,attr,Supermarket.cashiers[2],serviceTimePerCashier:mean,title,"ServiceTimePerCashier, mean",
General-19-20240428-16:41:49-11318,scalar,Supermarket.cashiers[3],idleTimePerCashier:mean,,,13.320159770663
General-19-20240428-16:41:49-11318,attr,Supermarket.cashiers[3],idleTimePerCashier:mean,recordingmode,mean,
General-19-20240428-16:41:49-11318,attr,Supermarket.cashiers[3],idleTimePerCashier:mean,source,updateIdleTime,
General-19-20240428-16:41:49-11318,attr,Supermarket.cashiers[3],idleTimePerCashier:mean,title,"IdleTimePerCashier, mean",
General-19-20240428-16:41:49-11318,scalar,Supermarket.cashiers[3],serviceTimePerCashier:mean,,,17.670462706981
General-19-20240428-16:41:49-11318,attr,Supermarket.cashiers[3],serviceTimePerCashier:mean,recordingmode,mean,
General-19-20240428-16:41:49-11318,attr,Supermarket.cashiers[3],serviceTimePerCashier:mean,source,updateServiceTime,
General-19-20240428-16:41:49-11318,attr,Supermarket.cashiers[3],serviceTimePerCashier:mean,title,"ServiceTimePerCashier, mean",
General-19-20240428-16:41:49-11318,scalar,Supermarket,custTotalWaitingTime:sum,,,19208.570249048
General-19-20240428-16:41:49-11318,attr,Supermarket,custTotalWaitingTime:sum,recordingmode,sum,
General-19-20240428-16:41:49-11318,attr,Supermarket,custTotalWaitingTime:sum,source,customerFinished,
General-19-20240428-16:41:49-11318,attr,Supermarket,custTotalWaitingTime:sum,title,"cust total waiting time, sum",
General-19-20240428-16:41:49-11318,scalar,Supermarket,custMeanWaitingTime:mean,,,19.208570249048
General-19-20240428-16:41:49-11318,attr,Supermarket,custMeanWaitingTime:mean,recordingmode,mean,
General-19-20240428-16:41:49-11318,attr,Supermarket,custMeanWaitingTime:mean,source,customerFinished,
General-19-20240428-16:41:49-11318,attr,Supermarket,custMeanWaitingTime:mean,title,"Cust mean waiting time, mean",
General-0-20240428-16:41:48-11296,scalar,Supermarket.cashiers[0],idleTimePerCashier:mean,,,25.519504584005
General-0-20240428-16:41:48-11296,attr,Supermarket.cashiers[0],idleTimePerCashier:mean,recordingmode,mean,
General-0-20240428-16:41:48-11296,attr,Supermarket.cashiers[0],idleTimePerCashier:mean,source,updateIdleTime,
General-0-20240428-16:41:48-11296,attr,Supermarket.cashiers[0],idleTimePerCashier:mean,title,"IdleTimePerCashier, mean",
General-0-20240428-16:41:48-11296,scalar,Supermarket.cashiers[0],serviceTimePerCashier:mean,,,58.203092550208
General-0-20240428-16:41:48-11296,attr,Supermarket.cashiers[0],serviceTimePerCashier:mean,recordingmode,mean,
General-0-20240428-16:41:48-11296,attr,Supermarket.cashiers[0],serviceTimePerCashier:mean,source,updateServiceTime,
General-0-20240428-16:41:48-11296,attr,Supermarket.cashiers[0],serviceTimePerCashier:mean,title,"ServiceTimePerCashier, mean",
General-0-20240428-16:41:48-11296,scalar,Supermarket.cashiers[1],idleTimePerCashier:mean,,,16.819397719302
General-0-20240428-16:41:48-11296,attr,Supermarket.cashiers[1],idleTimePerCashier:mean,recordingmode,mean,
General-0-20240428-16:41:48-11296,attr,Supermarket.cashiers[1],idleTimePerCashier:mean,source,updateIdleTime,
General-0-20240428-16:41:48-11296,attr,Supermarket.cashiers[1],idleTimePerCashier:mean,title,"IdleTimePerCashier, mean",
General-0-20240428-16:41:48-11296,scalar,Supermarket.cashiers[1],serviceTimePerCashier:mean,,,51.836436444212
General-0-20240428-16:41:48-11296,attr,Supermarket.cashiers[1],serviceTimePerCashier:mean,recordingmode,mean,
General-0-20240428-16:41:48-11296,attr,Supermarket.cashiers[1],serviceTimePerCashier:mean,source,updateServiceTime,
General-0-20240428-16:41:48-11296,attr,Supermarket.cashiers[1],serviceTimePerCashier:mean,title,"ServiceTimePerCashier, mean",
General-0-20240428-16:41:48-11296,scalar,Supermarket.cashiers[2],idleTimePerCashier:mean,,,19.72479970165
General-0-20240428-16:41:48-11296,attr,Supermarket.cashiers[2],idleTimePerCashier:mean,recordingmode,mean,
General-0-20240428-16:41:48-11296,attr,Supermarket.cashiers[2],idleTimePerCashier:mean,source,updateIdleTime,
General-0-20240428-16:41:48-11296,attr,Supermarket.cashiers[2],idleTimePerCashier:mean,title,"IdleTimePerCashier, mean",
General-0-20240428-16:41:48-11296,scalar,Supermarket.cashiers[2],serviceTimePerCashier:mean,,,76.496901118621
General-0-20240428-16:41:48-11296,attr,Supermarket.cashiers[2],serviceTimePerCashier:mean,recordingmode,mean,
General-0-20240428-16:41:48-11296,attr,Supermarket.cashiers[2],serviceTimePerCashier:mean,source,updateServiceTime,
General-0-20240428-16:41:48-11296,attr,Supermarket.cashiers[2],serviceTimePerCashier:mean,title,"ServiceTimePerCashier, mean",
General-0-20240428-16:41:48-11296,scalar,Supermarket.cashiers[3],idleTimePerCashier:mean,,,21.307320410531
General-0-20240428-16:41:48-11296,attr,Supermarket.cashiers[3],idleTimePerCashier:mean,recordingmode,mean,
General-0-20240428-16:41:48-11296,attr,Supermarket.cashiers[3],idleTimePerCashier:mean,source,updateIdleTime,
General-0-20240428-16:41:48-11296,attr,Supermarket.cashiers[3],idleTimePerCashier:mean,title,"IdleTimePerCashier, mean",
General-0-20240428-16:41:48-11296,scalar,Supermarket.cashiers[3],serviceTimePerCashier:mean,,,53.581160681526
General-0-20240428-16:41:48-11296,attr,Supermarket.cashiers[3],serviceTimePerCashier:mean,recordingmode,mean,
General-0-20240428-16:41:48-11296,attr,Supermarket.cashiers[3],serviceTimePerCashier:mean,source,updateServiceTime,
General-0-20240428-16:41:48-11296,attr,Supermarket.cashiers[3],serviceTimePerCashier:mean,title,"ServiceTimePerCashier, mean",
General-0-20240428-16:41:48-11296,scalar,Supermarket,custTotalWaitingTime:sum,,,42854.762976152
General-0-20240428-16:41:48-11296,attr,Supermarket,custTotalWaitingTime:sum,recordingmode,sum,
General-0-20240428-16:41:48-11296,attr,Supermarket,custTotalWaitingTime:sum,source,customerFinished,
General-0-20240428-16:41:48-11296,attr,Supermarket,custTotalWaitingTime:sum,title,"cust total waiting time, sum",
General-0-20240428-16:41:48-11296,scalar,Supermarket,custMeanWaitingTime:mean,,,42.854762976152
General-0-20240428-16:41:48-11296,attr,Supermarket,custMeanWaitingTime:mean,recordingmode,mean,
General-0-20240428-16:41:48-11296,attr,Supermarket,custMeanWaitingTime:mean,source,customerFinished,
General-0-20240428-16:41:48-11296,attr,Supermarket,custMeanWaitingTime:mean,title,"Cust mean waiting time, mean",
General-1-20240428-16:41:48-11296,scalar,Supermarket.cashiers[0],idleTimePerCashier:mean,,,17.21347570226
General-1-20240428-16:41:48-11296,attr,Supermarket.cashiers[0],idleTimePerCashier:mean,recordingmode,mean,
General-1-20240428-16:41:48-11296,attr,Supermarket.cashiers[0],idleTimePerCashier:mean,source,updateIdleTime,
General-1-20240428-16:41:48-11296,attr,Supermarket.cashiers[0],idleTimePerCashier:mean,title,"IdleTimePerCashier, mean",
General-1-20240428-16:41:48-11296,scalar,Supermarket.cashiers[0],serviceTimePerCashier:mean,,,49.634331709011
General-1-20240428-16:41:48-11296,attr,Supermarket.cashiers[0],serviceTimePerCashier:mean,recordingmode,mean,
General-1-20240428-16:41:48-11296,attr,Supermarket.cashiers[0],serviceTimePerCashier:mean,source,updateServiceTime,
General-1-20240428-16:41:48-11296,attr,Supermarket.cashiers[0],serviceTimePerCashier:mean,title,"ServiceTimePerCashier, mean",
General-1-20240428-16:41:48-11296,scalar,Supermarket.cashiers[1],idleTimePerCashier:mean,,,19.111432337294
General-1-20240428-16:41:48-11296,attr,Supermarket.cashiers[1],idleTimePerCashier:mean,recordingmode,mean,
General-1-20240428-16:41:48-11296,attr,Supermarket.cashiers[1],idleTimePerCashier:mean,source,updateIdleTime,
General-1-20240428-16:41:48-11296,attr,Supermarket.cashiers[1],idleTimePerCashier:mean,title,"IdleTimePerCashier, mean",
General-1-20240428-16:41:48-11296,scalar,Supermarket.cashiers[1],serviceTimePerCashier:mean,,,36.42481020105
General-1-20240428-16:41:48-11296,attr,Supermarket.cashiers[1],serviceTimePerCashier:mean,recordingmode,mean,
General-1-20240428-16:41:48-11296,attr,Supermarket.cashiers[1],serviceTimePerCashier:mean,source,updateServiceTime,
General-1-20240428-16:41:48-11296,attr,Supermarket.cashiers[1],serviceTimePerCashier:mean,title,"ServiceTimePerCashier, mean",
General-1-20240428-16:41:48-11296,scalar,Supermarket.cashiers[2],idleTimePerCashier:mean,,,20.777318687996
General-1-20240428-16:41:48-11296,attr,Supermarket.cashiers[2],idleTimePerCashier:mean,recordingmode,mean,
General-1-20240428-16:41:48-11296,attr,Supermarket.cashiers[2],idleTimePerCashier:mean,source,updateIdleTime,
General-1-20240428-16:41:48-11296,attr,Supermarket.cashiers[2],idleTimePerCashier:mean,title,"IdleTimePerCashier, mean",
General-1-20240428-16:41:48-11296,scalar,Supermarket.cashiers[2],serviceTimePerCashier:mean,,,65.190012052828
General-1-20240428-16:41:48-11296,attr,Supermarket.cashiers[2],serviceTimePerCashier:mean,recordingmode,mean,
General-1-20240428-16:41:48-11296,attr,Supermarket.cashiers[2],serviceTimePerCashier:mean,source,updateServiceTime,
General-1-20240428-16:41:48-11296,attr,Supermarket.cashiers[2],serviceTimePerCashier:mean,title,"ServiceTimePerCashier, mean",
General-1-20240428-16:41:48-11296,scalar,Supermarket.cashiers[3],idleTimePerCashier:mean,,,17.906764307639
General-1-20240428-16:41:48-11296,attr,Supermarket.cashiers[3],idleTimePerCashier:mean,recordingmode,mean,
General-1-20240428-16:41:48-11296,attr,Supermarket.cashiers[3],idleTimePerCashier:mean,source,updateIdleTime,
General-1-20240428-16:41:48-11296,attr,Supermarket.cashiers[3],idleTimePerCashier:mean,title,"IdleTimePerCashier, mean",
General-1-20240428-16:41:48-11296,scalar,Supermarket.cashiers[3],serviceTimePerCashier:mean,,,62.490038106714
General-1-20240428-16:41:48-11296,attr,Supermarket.cashiers[3],serviceTimePerCashier:mean,recordingmode,mean,
General-1-20240428-16:41:48-11296,attr,Supermarket.cashiers[3],serviceTimePerCashier:mean,source,updateServiceTime,
General-1-20240428-16:41:48-11296,attr,Supermarket.cashiers[3],serviceTimePerCashier:mean,title,"ServiceTimePerCashier, mean",
General-1-20240428-16:41:48-11296,scalar,Supermarket,custTotalWaitingTime:sum,,,42590.099960833
General-1-20240428-16:41:48-11296,attr,Supermarket,custTotalWaitingTime:sum,recordingmode,sum,
General-1-20240428-16:41:48-11296,attr,Supermarket,custTotalWaitingTime:sum,source,customerFinished,
General-1-20240428-16:41:48-11296,attr,Supermarket,custTotalWaitingTime:sum,title,"cust total waiting time, sum",
General-1-20240428-16:41:48-11296,scalar,Supermarket,custMeanWaitingTime:mean,,,42.590099960833
General-1-20240428-16:41:48-11296,attr,Supermarket,custMeanWaitingTime:mean,recordingmode,mean,
General-1-20240428-16:41:48-11296,attr,Supermarket,custMeanWaitingTime:mean,source,customerFinished,
General-1-20240428-16:41:48-11296,attr,Supermarket,custMeanWaitingTime:mean,title,"Cust mean waiting time, mean",
General-2-20240428-16:41:48-11296,scalar,Supermarket.cashiers[0],idleTimePerCashier:mean,,,22.84617857789
General-2-20240428-16:41:48-11296,attr,Supermarket.cashiers[0],idleTimePerCashier:mean,recordingmode,mean,
General-2-20240428-16:41:48-11296,attr,Supermarket.cashiers[0],idleTimePerCashier:mean,source,updateIdleTime,
General-2-20240428-16:41:48-11296,attr,Supermarket.cashiers[0],idleTimePerCashier:mean,title,"IdleTimePerCashier, mean",
General-2-20240428-16:41:48-11296,scalar,Supermarket.cashiers[0],serviceTimePerCashier:mean,,,80.717561831034
General-2-20240428-16:41:48-11296,attr,Supermarket.cashiers[0],serviceTimePerCashier:mean,recordingmode,mean,
General-2-20240428-16:41:48-11296,attr,Supermarket.cashiers[0],serviceTimePerCashier:mean,source,updateServiceTime,
General-2-20240428-16:41:48-11296,attr,Supermarket.cashiers[0],serviceTimePerCashier:mean,title,"ServiceTimePerCashier, mean",
General-2-20240428-16:41:48-11296,scalar,Supermarket.cashiers[1],idleTimePerCashier:mean,,,21.179117561568
General-2-20240428-16:41:48-11296,attr,Supermarket.cashiers[1],idleTimePerCashier:mean,recordingmode,mean,
General-2-20240428-16:41:48-11296,attr,Supermarket.cashiers[1],idleTimePerCashier:mean,source,updateIdleTime,
General-2-20240428-16:41:48-11296,attr,Supermarket.cashiers[1],idleTimePerCashier:mean,title,"IdleTimePerCashier, mean",
General-2-20240428-16:41:48-11296,scalar,Supermarket.cashiers[1],serviceTimePerCashier:mean,,,61.161276171543
General-2-20240428-16:41:48-11296,attr,Supermarket.cashiers[1],serviceTimePerCashier:mean,recordingmode,mean,
