run,type,module,name,attrname,attrvalue,value
General-2-20240428-16:41:48-11296,attr,Supermarket.cashiers[1],serviceTimePerCashier:mean,source,updateServiceTime,
General-2-20240428-16:41:48-11296,attr,Supermarket.cashiers[1],serviceTimePerCashier:mean,title,"ServiceTimePerCashier, mean",
General-2-20240428-16:41:48-11296,scalar,Supermarket.cashiers[2],idleTimePerCashier:mean,,,21.157544988359
General-2-20240428-16:41:48-11296,attr,Supermarket.cashiers[2],idleTimePerCashier:mean,recordingmode,mean,
General-2-20240428-16:41:48-11296,attr,Supermarket.cashiers[2],idleTimePerCashier:mean,source,updateIdleTime,
General-2-20240428-16:41:48-11296,attr,Supermarket.cashiers[2],idleTimePerCashier:mean,title,"IdleTimePerCashier, mean",
General-2-20240428-16:41:48-11296,scalar,Supermarket.cashiers[2],serviceTimePerCashier:mean,,,40.942050260194
General-2-20240428-16:41:48-11296,attr,Supermarket.cashiers[2],serviceTimePerCashier:mean,recordingmode,mean,
General-2-20240428-16:41:48-11296,attr,Supermarket.cashiers[2],serviceTimePerCashier:mean,source,updateServiceTime,
General-2-20240428-16:41:48-11296,attr,Supermarket.cashiers[2],serviceTimePerCashier:mean,title,"ServiceTimePerCashier, mean",
General-2-20240428-16:41:48-11296,scalar,Supermarket.cashiers[3],idleTimePerCashier:mean,,,20.089411518326
General-2-20240428-16:41:48-11296,attr,Supermarket.cashiers[3],idleTimePerCashier:mean,recordingmode,mean,
General-2-20240428-16:41:48-11296,attr,Supermarket.cashiers[3],idleTimePerCashier:mean,source,updateIdleTime,
General-2-20240428-16:41:48-11296,attr,Supermarket.cashiers[3],idleTimePerCashier:mean,title,"IdleTimePerCashier, mean",
General-2-20240428-16:41:48-11296,scalar,Supermarket.cashiers[3],serviceTimePerCashier:mean,,,51.083985876777
General-2-20240428-16:41:48-11296,attr,Supermarket.cashiers[3],serviceTimePerCashier:mean,recordingmode,mean,
General-2-20240428-16:41:48-11296,attr,Supermarket.cashiers[3],serviceTimePerCashier:mean,source,updateServiceTime,
General-2-20240428-16:41:48-11296,attr,Supermarket.cashiers[3],serviceTimePerCashier:mean,title,"ServiceTimePerCashier, mean",
General-2-20240428-16:41:48-11296,scalar,Supermarket,custTotalWaitingTime:sum,,,41984.352811325
General-2-20240428-16:41:48-11296,attr,Supermarket,custTotalWaitingTime:sum,recordingmode,sum,
General-2-20240428-16:41:48-11296,attr,Supermarket,custTotalWaitingTime:sum,source,customerFinished,
General-2-20240428-16:41:48-11296,attr,Supermarket,custTotalWaitingTime:sum,title,"cust total waiting time, sum",
General-2-20240428-16:41:48-11296,scalar,Supermarket,custMeanWaitingTime:mean,,,41.984352811325
General-2-20240428-16:41:48-11296,attr,Supermarket,custMeanWaitingTime:mean,recordingmode,mean,
General-2-20240428-16:41:48-11296,attr,Supermarket,custMeanWaitingTime:mean,source,customerFinished,
General-2-20240428-16:41:48-11296,attr,Supermarket,custMeanWaitingTime:mean,title,"Cust mean waiting time, mean",
General-3-20240428-16:41:49-11296,scalar,Supermarket.cashiers[0],idleTimePerCashier:mean,,,21.731583071644
General-3-20240428-16:41:49-11296,attr,Supermarket.cashiers[0],idleTimePerCashier:mean,recordingmode,mean,
General-3-20240428-16:41:49-11296,attr,Supermarket.cashiers[0],idleTimePerCashier:mean,source,updateIdleTime,
General-3-20240428-16:41:49-11296,attr,Supermarket.cashiers[0],idleTimePerCashier:mean,title,"IdleTimePerCashier, mean",
General-3-20240428-16:41:49-11296,scalar,Supermarket.cashiers[0],serviceTimePerCashier:mean,,,64.728894458565
General-3-20240428-16:41:49-11296,attr,Supermarket.cashiers[0],serviceTimePerCashier:mean,recordingmode,mean,
General-3-20240428-16:41:49-11296,attr,Supermarket.cashiers[0],serviceTimePerCashier:mean,source,updateServiceTime,
General-3-20240428-16:41:49-11296,attr,Supermarket.cashiers[0],serviceTimePerCashier:mean,title,"ServiceTimePerCashier, mean",
General-3-20240428-16:41:49-11296,scalar,Supermarket.cashiers[1],idleTimePerCashier:mean,,,20.293698923783
General-3-20240428-16:41:49-11296,attr,Supermarket.cashiers[1],idleTimePerCashier:mean,recordingmode,mean,
General-3-20240428-16:41:49-11296,attr,Supermarket.cashiers[1],idleTimePerCashier:mean,source,updateIdleTime,
General-3-20240428-16:41:49-11296,attr,Supermarket.cashiers[1],idleTimePerCashier:mean,title,"IdleTimePerCashier, mean",
General-3-20240428-16:41:49-11296,scalar,Supermarket.cashiers[1],serviceTimePerCashier:mean,,,91.675531356994
General-3-20240428-16:41:49-11296,attr,Supermarket.cashiers[1],serviceTimePerCashier:mean,recordingmode,mean,
General-3-20240428-16:41:49-11296,attr,Supermarket.cashiers[1],serviceTimePerCashier:mean,source,updateServiceTime,
General-3-20240428-16:41:49-11296,attr,Supermarket.cashiers[1],serviceTimePerCashier:mean,title,"ServiceTimePerCashier, mean",
General-3-20240428-16:41:49-11296,scalar,Supermarket.cashiers[2],idleTimePerCashier:mean,,,22.38624231146
General-3-20240428-16:41:49-11296,attr,Supermarket.cashiers[2],idleTimePerCashier:mean,recordingmode,mean,
General-3-20240428-16:41:49-11296,attr,Supermarket.cashiers[2],idleTimePerCashier:mean,source,updateIdleTime,
General-3-20240428-16:41:49-11296,attr,Supermarket.cashiers[2],idleTimePerCashier:mean,title,"IdleTimePerCashier, mean",
General-3-20240428-16:41:49-11296,scalar,Supermarket.cashiers[2],serviceTimePerCashier:mean,,,47.404949593321
General-3-20240428-16:41:49-11296,attr,Supermarket.cashiers[2],serviceTimePerCashier:mean,recordingmode,mean,
General-3-20240428-16:41:49-11296,attr,Supermarket.cashiers[2],serviceTimePerCashier:mean,source,updateServiceTime,
General-3-20240428-16:41:49-11296,attr,Supermarket.cashiers[2],serviceTimePerCashier:mean,title,"ServiceTimePerCashier, mean",
General-3-20240428-16:41:49-11296,scalar,Supermarket.cashiers[3],idleTimePerCashier:mean,,,22.906622480159
General-3-20240428-16:41:49-11296,attr,Supermarket.cashiers[3],idleTimePerCashier:mean,recordingmode,mean,
General-3-20240428-16:41:49-11296,attr,Supermarket.cashiers[3],idleTimePerCashier:mean,source,updateIdleTime,
General-3-20240428-16:41:49-11296,attr,Supermarket.cashiers[3],idleTimePerCashier:mean,title,"IdleTimePerCashier, mean",
General-3-20240428-16:41:49-11296,scalar,Supermarket.cashiers[3],serviceTimePerCashier:mean,,,62.333430964672
General-3-20240428-16:41:49-11296,attr,Supermarket.cashiers[3],serviceTimePerCashier:mean,recordingmode,mean,
General-3-20240428-16:41:49-11296,attr,Supermarket.cashiers[3],serviceTimePerCashier:mean,source,updateServiceTime,
General-3-20240428-16:41:49-11296,attr,Supermarket.cashiers[3],serviceTimePerCashier:mean,title,"ServiceTimePerCashier, mean",
General-3-20240428-16:41:49-11296,scalar,Supermarket,custTotalWaitingTime:sum,,,40812.396832161
General-3-20240428-16:41:49-11296,attr,Supermarket,custTotalWaitingTime:sum,recordingmode,sum,
General-3-20240428-16:41:49-11296,attr,Supermarket,custTotalWaitingTime:sum,source,customerFinished,
General-3-20240428-16:41:49-11296,attr,Supermarket,custTotalWaitingTime:sum,title,"cust total waiting time, sum",
General-3-20240428-16:41:49-11296,scalar,Supermarket,custMeanWaitingTime:mean,,,40.812396832161
General-3-20240428-16:41:49-11296,attr,Supermarket,custMeanWaitingTime:mean,recordingmode,mean,
General-3-20240428-16:41:49-11296,attr,Supermarket,custMeanWaitingTime:mean,source,customerFinished,
General-3-20240428-16:41:49-11296,attr,Supermarket,custMeanWaitingTime:mean,title,"Cust mean waiting time, mean",
General-4-20240428-16:41:48-11295,scalar,Supermarket.cashiers[0],idleTimePerCashier:mean,,,17.474023483646
General-4-20240428-16:41:48-11295,attr,Supermarket.cashiers[0],idleTimePerCashier:mean,recordingmode,mean,
General-4-20240428-16:41:48-11295,attr,Supermarket.cashiers[0],idleTimePerCashier:mean,source,updateIdleTime,
General-4-20240428-16:41:48-11295,attr,Supermarket.cashiers[0],idleTimePerCashier:mean,title,"IdleTimePerCashier, mean",
General-4-20240428-16:41:48-11295,scalar,Supermarket.cashiers[0],serviceTimePerCashier:mean,,,50.495834838071
General-4-20240428-16:41:48-11295,attr,Supermarket.cashiers[0],serviceTimePerCashier:mean,recordingmode,mean,
General-4-20240428-16:41:48-11295,attr,Supermarket.cashiers[0],serviceTimePerCashier:mean,source,updateServiceTime,
General-4-20240428-16:41:48-11295,attr,Supermarket.cashiers[0],serviceTimePerCashier:mean,title,"ServiceTimePerCashier, mean",
General-4-20240428-16:41:48-11295,scalar,Supermarket.cashiers[1],idleTimePerCashier:mean,,,21.637485577433
General-4-20240428-16:41:48-11295,attr,Supermarket.cashiers[1],idleTimePerCashier:mean,recordingmode,mean,
General-4-20240428-16:41:48-11295,attr,Supermarket.cashiers[1],idleTimePerCashier:mean,source,updateIdleTime,
General-4-20240428-16:41:48-11295,attr,Supermarket.cashiers[1],idleTimePerCashier:mean,title,"IdleTimePerCashier, mean",
General-4-20240428-16:41:48-11295,scalar,Supermarket.cashiers[1],serviceTimePerCashier:mean,,,59.167596628379
General-4-20240428-16:41:48-11295,attr,Supermarket.cashiers[1],serviceTimePerCashier:mean,recordingmode,mean,
General-4-20240428-16:41:48-11295,attr,Supermarket.cashiers[1],serviceTimePerCashier:mean,source,updateServiceTime,
General-4-20240428-16:41:48-11295,attr,Supermarket.cashiers[1],serviceTimePerCashier:mean,title,"ServiceTimePerCashier, mean",
General-4-20240428-16:41:48-11295,scalar,Supermarket.cashiers[2],idleTimePerCashier:mean,,,19.995278920495
General-4-20240428-16:41:48-11295,attr,Supermarket.cashiers[2],idleTimePerCashier:mean,recordingmode,mean,
General-4-20240428-16:41:48-11295,attr,Supermarket.cashiers[2],idleTimePerCashier:mean,source,updateIdleTime,
General-4-20240428-16:41:48-11295,attr,Supermarket.cashiers[2],idleTimePerCashier:mean,title,"IdleTimePerCashier, mean",
General-4-20240428-16:41:48-11295,scalar,Supermarket.cashiers[2],serviceTimePerCashier:mean,,,56.381150298484
General-4-20240428-16:41:48-11295,attr,Supermarket.cashiers[2],serviceTimePerCashier:mean,recordingmode,mean,
General-4-20240428-16:41:48-11295,attr,Supermarket.cashiers[2],serviceTimePerCashier:mean,source,updateServiceTime,
General-4-20240428-16:41:48-11295,attr,Supermarket.cashiers[2],serviceTimePerCashier:mean,title,"ServiceTimePerCashier, mean",
General-4-20240428-16:41:48-11295,scalar,Supermarket.cashiers[3],idleTimePerCashier:mean,,,18.206401610138
General-4-20240428-16:41:48-11295,attr,Supermarket.cashiers[3],idleTimePerCashier:mean,recordingmode,mean,
General-4-20240428-16:41:48-11295,attr,Supermarket.cashiers[3],idleTimePerCashier:mean,source,updateIdleTime,
General-4-20240428-16:41:48-11295,attr,Supermarket.cashiers[3],idleTimePerCashier:mean,title,"IdleTimePerCashier, mean",
General-4-20240428-16:41:48-11295,scalar,Supermarket.cashiers[3],serviceTimePerCashier:mean,,,57.244179159149
General-4-20240428-16:41:48-11295,attr,Supermarket.cashiers[3],serviceTimePerCashier:mean,recordingmode,mean,
General-4-20240428-16:41:48-11295,attr,Supermarket.cashiers[3],serviceTimePerCashier:mean,source,updateServiceTime,
General-4-20240428-16:41:48-11295,attr,Supermarket.cashiers[3],serviceTimePerCashier:mean,title,"ServiceTimePerCashier, mean",
General-4-20240428-16:41:48-11295,scalar,Supermarket,custTotalWaitingTime:sum,,,35823.639931042
General-4-20240428-16:41:48-11295,attr,Supermarket,custTotalWaitingTime:sum,recordingmode,sum,
General-4-20240428-16:41:48-11295,attr,Supermarket,custTotalWaitingTime:sum,source,customerFinished,
General-4-20240428-16:41:48-11295,attr,Supermarket,custTotalWaitingTime:sum,title,"cust total waiting time, sum",
General-4-20240428-16:41:48-11295,scalar,Supermarket,custMeanWaitingTime:mean,,,35.823639931042
General-4-20240428-16:41:48-11295,attr,Supermarket,custMeanWaitingTime:mean,recordingmode,mean,
General-4-20240428-16:41:48-11295,attr,Supermarket,custMeanWaitingTime:mean,source,customerFinished,
General-4-20240428-16:41:48-11295,attr,Supermarket,custMeanWaitingTime:mean,title,"Cust mean waiting time, mean",
General-5-20240428-16:41:48-11295,scalar,Supermarket.cashiers[0],idleTimePerCashier:mean,,,22.219516146719
General-5-20240428-16:41:48-11295,attr,Supermarket.cashiers[0],idleTimePerCashier:mean,recordingmode,mean,
General-5-20240428-16:41:48-11295,attr,Supermarket.cashiers[0],idleTimePerCashier:mean,source,updateIdleTime,
General-5-20240428-16:41:48-11295,attr,Supermarket.cashiers[0],idleTimePerCashier:mean,title,"IdleTimePerCashier, mean",
General-5-20240428-16:41:48-11295,scalar,Supermarket.cashiers[0],serviceTimePerCashier:mean,,,48.376249369892
General-5-20240428-16:41:48-11295,attr,Supermarket.cashiers[0],serviceTimePerCashier:mean,recordingmode,mean,
General-5-20240428-16:41:48-11295,attr,Supermarket.cashiers[0],serviceTimePerCashier:mean,source,updateServiceTime,
General-5-20240428-16:41:48-11295,attr,Supermarket.cashiers[0],serviceTimePerCashier:mean,title,"ServiceTimePerCashier, mean",
General-5-20240428-16:41:48-11295,scalar,Supermarket.cashiers[1],idleTimePerCashier:mean,,,22.169218745602
General-5-20240428-16:41:48-11295,attr,Supermarket.cashiers[1],idleTimePerCashier:mean,recordingmode,mean,
General-5-20240428-16:41:48-11295,attr,Supermarket.cashiers[1],idleTimePerCashier:mean,source,updateIdleTime,
General-5-20240428-16:41:48-11295,attr,Supermarket.cashiers[1],idleTimePerCashier:mean,title,"IdleTimePerCashier, mean",
General-5-20240428-16:41:48-11295,scalar,Supermarket.cashiers[1],serviceTimePerCashier:mean,,,36.361232020118
General-5-20240428-16:41:48-11295,attr,Supermarket.cashiers[1],serviceTimePerCashier:mean,recordingmode,mean,
General-5-20240428-16:41:48-11295,attr,Supermarket.cashiers[1],serviceTimePerCashier:mean,source,updateServiceTime,
General-5-20240428-16:41:48-11295,attr,Supermarket.cashiers[1],serviceTimePerCashier:mean,title,"ServiceTimePerCashier, mean",
General-5-20240428-16:41:48-11295,scalar,Supermarket.cashiers[2],idleTimePerCashier:mean,,,17.741786033752
General-5-20240428-16:41:48-11295,attr,Supermarket.cashiers[2],idleTimePerCashier:mean,recordingmode,mean,
General-5-20240428-16:41:48-11295,attr,Supermarket.cashiers[2],idleTimePerCashier:mean,source,updateIdleTime,
General-5-20240428-16:41:48-11295,attr,Supermarket.cashiers[2],idleTimePerCashier:mean,title,"IdleTimePerCashier, mean",
General-5-20240428-16:41:48-11295,scalar,Supermarket.cashiers[2],serviceTimePerCashier:mean,,,43.025932044623
General-5-20240428-16:41:48-11295,attr,Supermarket.cashiers[2],serviceTimePerCashier:mean,recordingmode,mean,
General-5-20240428-16:41:48-11295,attr,Supermarket.cashiers[2],serviceTimePerCashier:mean,source,updateServiceTime,
General-5-20240428-16:41:48-11295,attr,Supermarket.cashiers[2],serviceTimePerCashier:mean,title,"ServiceTimePerCashier, mean",
General-5-20240428-16:41:48-11295,scalar,Supermarket.cashiers[3],idleTimePerCashier:mean,,,15.401982212735
General-5-20240428-16:41:48-11295,attr,Supermarket.cashiers[3],idleTimePerCashier:mean,recordingmode,mean,
General-5-20240428-16:41:48-11295,attr,Supermarket.cashiers[3],idleTimePerCashier:mean,source,updateIdleTime,
General-5-20240428-16:41:48-11295,attr,Supermarket.cashiers[3],idleTimePerCashier:mean,title,"IdleTimePerCashier, mean",
General-5-20240428-16:41:48-11295,scalar,Supermarket.cashiers[3],serviceTimePerCashier:mean,,,79.738034946914
General-5-20240428-16:41:48-11295,attr,Supermarket.cashiers[3],serviceTimePerCashier:mean,recordingmode,mean,
General-5-20240428-16:41:48-11295,attr,Supermarket.cashiers[3],serviceTimePerCashier:mean,source,updateServiceTime,
General-5-20240428-16:41:48-11295,attr,Supermarket.cashiers[3],serviceTimePerCashier:mean,title,"ServiceTimePerCashier, mean",
General-5-20240428-16:41:48-11295,scalar,Supermarket,custTotalWaitingTime:sum,,,37919.111855517
General-5-20240428-16:41:48-11295,attr,Supermarket,custTotalWaitingTime:sum,recordingmode,sum,
General-5-20240428-16:41:48-11295,attr,Supermarket,custTotalWaitingTime:sum,source,customerFinished,
General-5-20240428-16:41:48-11295,attr,Supermarket,custTotalWaitingTime:sum,title,"cust total waiting time, sum",
General-5-20240428-16:41:48-11295,scalar,Supermarket,custMeanWaitingTime:mean,,,37.919111855517
General-5-20240428-16:41:48-11295,attr,Supermarket,custMeanWaitingTime:mean,recordingmode,mean,
General-5-20240428-16:41:48-11295,attr,Supermarket,custMeanWaitingTime:mean,source,customerFinished,
General-5-20240428-16:41:48-11295,attr,Supermarket,custMeanWaitingTime:mean,title,"Cust mean waiting time, mean",
General-6-20240428-16:41:48-11295,scalar,Supermarket.cashiers[0],idleTimePerCashier:mean,,,17.191462221664
General-6-20240428-16:41:48-11295,attr,Supermarket.cashiers[0],idleTimePerCashier:mean,recordingmode,mean,
General-6-20240428-16:41:48-11295,attr,Supermarket.cashiers[0],idleTimePerCashier:mean,source,updateIdleTime,
General-6-20240428-16:41:48-11295,attr,Supermarket.cashiers[0],idleTimePerCashier:mean,title,"IdleTimePerCashier, mean",
General-6-20240428-16:41:48-11295,scalar,Supermarket.cashiers[0],serviceTimePerCashier:mean,,,58.04133892202
General-6-20240428-16:41:48-11295,attr,Supermarket.cashiers[0],serviceTimePerCashier:mean,recordingmode,mean,
General-6-20240428-16:41:48-11295,attr,Supermarket.cashiers[0],serviceTimePerCashier:mean,source,updateServiceTime,
General-6-20240428-16:41:48-11295,attr,Supermarket.cashiers[0],serviceTimePerCashier:mean,title,"ServiceTimePerCashier, mean",
General-6-20240428-16:41:48-11295,scalar,Supermarket.cashiers[1],idleTimePerCashier:mean,,,16.896517322196
General-6-20240428-16:41:48-11295,attr,Supermarket.cashiers[1],idleTimePerCashier:mean,recordingmode,mean,
General-6-20240428-16:41:48-11295,attr,Supermarket.cashiers[1],idleTimePerCashier:mean,source,updateIdleTime,
General-6-20240428-16:41:48-11295,attr,Supermarket.cashiers[1],idleTimePerCashier:mean,title,"IdleTimePerCashier, mean",
General-6-20240428-16:41:48-11295,scalar,Supermarket.cashiers[1],serviceTimePerCashier:mean,,,45.865482874334
General-6-20240428-16:41:48-11295,attr,Supermarket.cashiers[1],serviceTimePerCashier:mean,recordingmode,mean,
General-6-20240428-16:41:48-11295,attr,Supermarket.cashiers[1],serviceTimePerCashier:mean,source,updateServiceTime,
General-6-20240428-16:41:48-11295,attr,Supermarket.cashiers[1],serviceTimePerCashier:mean,title,"ServiceTimePerCashier, mean",
General-6-20240428-16:41:48-11295,scalar,Supermarket.cashiers[2],idleTimePerCashier:mean,,,21.60226510142
General-6-20240428-16:41:48-11295,attr,Supermarket.cashiers[2],idleTimePerCashier:mean,recordingmode,mean,
General-6-20240428-16:41:48-11295,attr,Supermarket.cashiers[2],idleTimePerCashier:mean,source,updateIdleTime,
General-6-20240428-16:41:48-11295,attr,Supermarket.cashiers[2],idleTimePerCashier:mean,title,"IdleTimePerCashier, mean",
General-6-20240428-16:41:48-11295,scalar,Supermarket.cashiers[2],serviceTimePerCashier:mean,,,46.58665909572
General-6-20240428-16:41:48-11295,attr,Supermarket.cashiers[2],serviceTimePerCashier:mean,recordingmode,mean,
General-6-20240428-16:41:48-11295,attr,Supermarket.cashiers[2],serviceTimePerCashier:mean,source,updateServiceTime,
General-6-20240428-16:41:48-11295,attr,Supermarket.cashiers[2],serviceTimePerCashier:mean,title,"ServiceTimePerCashier, mean",
General-6-20240428-16:41:48-11295,scalar,Supermarket.cashiers[3],idleTimePerCashier:mean,,,20.894293735872
General-6-20240428-16:41:48-11295,attr,Supermarket.cashiers[3],idleTimePerCashier:mean,recordingmode,mean,
General-6-20240428-16:41:48-11295,attr,Supermarket.cashiers[3],idleTimePerCashier:mean,source,updateIdleTime,
General-6-20240428-16:41:48-11295,attr,Supermarket.cashiers[3],idleTimePerCashier:mean,title,"IdleTimePerCashier, mean",
General-6-20240428-16:41:48-11295,scalar,Supermarket.cashiers[3],serviceTimePerCashier:mean,,,48.69810653452
General-6-20240428-16:41:48-11295,attr,Supermarket.cashiers[3],serviceTimePerCashier:mean,recordingmode,mean,
General-6-20240428-16:41:48-11295,attr,Supermarket.cashiers[3],serviceTimePerCashier:mean,source,updateServiceTime,
General-6-20240428-16:41:48-11295,attr,Supermarket.cashiers[3],serviceTimePerCashier:mean,title,"ServiceTimePerCashier, mean",
General-6-20240428-16:41:48-11295,scalar,Supermarket,custTotalWaitingTime:sum,,,39279.046607166
General-6-20240428-16:41:48-11295,attr,Supermarket,custTotalWaitingTime:sum,recordingmode,sum,
General-6-20240428-16:41:48-11295,attr,Supermarket,custTotalWaitingTime:sum,source,customerFinished,
General-6-20240428-16:41:48-11295,attr,Supermarket,custTotalWaitingTime:sum,title,"cust total waiting time, sum",
General-6-20240428-16:41:48-11295,scalar,Supermarket,custMeanWaitingTime:mean,,,39.279046607166
General-6-20240428-16:41:48-11295,attr,Supermarket,custMeanWaitingTime:mean,recordingmode,mean,
General-6-20240428-16:41:48-11295,attr,Supermarket,custMeanWaitingTime:mean,source,customerFinished,
General-6-20240428-16:41:48-11295,attr,Supermarket,custMeanWaitingTime:mean,title,"Cust mean waiting time, mean",
General-7-20240428-16:41:49-11295,scalar,Supermarket.cashiers[0],idleTimePerCashier:mean,,,21.71132354696
General-7-20240428-16:41:49-11295,attr,Supermarket.cashiers[0],idleTimePerCashier:mean,recordingmode,mean,
General-7-20240428-16:41:49-11295,attr,Supermarket.cashiers[0],idleTimePerCashier:mean,source,updateIdleTime,
General-7-20240428-16:41:49-11295,attr,Supermarket.cashiers[0],idleTimePerCashier:mean,title,"IdleTimePerCashier, mean",
General-7-20240428-16:41:49-11295,scalar,Supermarket.cashiers[0],serviceTimePerCashier:mean,,,56.373005603583
General-7-20240428-16:41:49-11295,attr,Supermarket.cashiers[0],serviceTimePerCashier:mean,recordingmode,mean,
General-7-20240428-16:41:49-11295,attr,Supermarket.cashiers[0],serviceTimePerCashier:mean,source,updateServiceTime,
General-7-20240428-16:41:49-11295,attr,Supermarket.cashiers[0],serviceTimePerCashier:mean,title,"ServiceTimePerCashier, mean",
General-7-20240428-16:41:49-11295,scalar,Supermarket.cashiers[1],idleTimePerCashier:mean,,,19.433821028201
General-7-20240428-16:41:49-11295,attr,Supermarket.cashiers[1],idleTimePerCashier:mean,recordingmode,mean,
General-7-20240428-16:41:49-11295,attr,Supermarket.cashiers[1],idleTimePerCashier:mean,source,updateIdleTime,
General-7-20240428-16:41:49-11295,attr,Supermarket.cashiers[1],idleTimePerCashier:mean,title,"IdleTimePerCashier, mean",
General-7-20240428-16:41:49-11295,scalar,Supermarket.cashiers[1],serviceTimePerCashier:mean,,,54.885451382619
General-7-20240428-16:41:49-11295,attr,Supermarket.cashiers[1],serviceTimePerCashier:mean,recordingmode,mean,
General-7-20240428-16:41:49-11295,attr,Supermarket.cashiers[1],serviceTimePerCashier:mean,source,updateServiceTime,
General-7-20240428-16:41:49-11295,attr,Supermarket.cashiers[1],serviceTimePerCashier:mean,title,"ServiceTimePerCashier, mean",
General-7-20240428-16:41:49-11295,scalar,Supermarket.cashiers[2],idleTimePerCashier:mean,,,20.741876858546
General-7-20240428-16:41:49-11295,attr,Supermarket.cashiers[2],idleTimePerCashier:mean,recordingmode,mean,
General-7-20240428-16:41:49-11295,attr,Supermarket.cashiers[2],idleTimePerCashier:mean,source,updateIdleTime,
General-7-20240428-16:41:49-11295,attr,Supermarket.cashiers[2],idleTimePerCashier:mean,title,"IdleTimePerCashier, mean",
General-7-20240428-16:41:49-11295,scalar,Supermarket.cashiers[2],serviceTimePerCashier:mean,,,58.565848187246
General-7-20240428-16:41:49-11295,attr,Supermarket.cashiers[2],serviceTimePerCashier:mean,recordingmode,mean,
General-7-20240428-16:41:49-11295,attr,Supermarket.cashiers[2],serviceTimePerCashier:mean,source,updateServiceTime,
General-7-20240428-16:41:49-11295,attr,Supermarket.cashiers[2],serviceTimePerCashier:mean,title,"ServiceTimePerCashier, mean",
General-7-20240428-16:41:49-11295,scalar,Supermarket.cashiers[3],idleTimePerCashier:mean,,,15.444779460685
General-7-20240428-16:41:49-11295,attr,Supermarket.cashiers[3],idleTimePerCashier:mean,recordingmode,mean,
General-7-20240428-16:41:49-11295,attr,Supermarket.cashiers[3],idleTimePerCashier:mean,source,updateIdleTime,
General-7-20240428-16:41:49-11295,attr,Supermarket.cashiers[3],idleTimePerCashier:mean,title,"IdleTimePerCashier, mean",
General-7-20240428-16:41:49-11295,scalar,Supermarket.cashiers[3],serviceTimePerCashier:mean,,,81.561742794251
General-7-20240428-16:41:49-11295,attr,Supermarket.cashiers[3],serviceTimePerCashier:mean,recordingmode,mean,
General-7-20240428-16:41:49-11295,attr,Supermarket.cashiers[3],serviceTimePerCashier:mean,source,updateServiceTime,
General-7-20240428-16:41:49-11295,attr,Supermarket.cashiers[3],serviceTimePerCashier:mean,title,"ServiceTimePerCashier, mean",
General-7-20240428-16:41:49-11295,scalar,Supermarket,custTotalWaitingTime:sum,,,40766.117052198
General-7-20240428-16:41:49-11295,attr,Supermarket,custTotalWaitingTime:sum,recordingmode,sum,
General-7-20240428-16:41:49-11295,attr,Supermarket,custTotalWaitingTime:sum,source,customerFinished,
General-7-20240428-16:41:49-11295,attr,Supermarket,custTotalWaitingTime:sum,title,"cust total waiting time, sum",
General-7-20240428-16:41:49-11295,scalar,Supermarket,custMeanWaitingTime:mean,,,40.766117052198
General-7-20240428-16:41:49-11295,attr,Supermarket,custMeanWaitingTime:mean,recordingmode,mean,
General-7-20240428-16:41:49-11295,attr,Supermarket,custMeanWaitingTime:mean,source,customerFinished,
General-7-20240428-16:41:49-11295,attr,Supermarket,custMeanWaitingTime:mean,title,"Cust mean waiting time, mean",
General-8-20240428-16:41:48-11298,scalar,Supermarket.cashiers[0],idleTimePerCashier:mean,,,18.587112571986
General-8-20240428-16:41:48-11298,attr,Supermarket.cashiers[0],idleTimePerCashier:mean,recordingmode,mean,
General-8-20240428-16:41:48-11298,attr,Supermarket.cashiers[0],idleTimePerCashier:mean,source,updateIdleTime,
General-8-20240428-16:41:48-11298,attr,Supermarket.cashiers[0],idleTimePerCashier:mean,title,"IdleTimePerCashier, mean",
General-8-20240428-16:41:48-11298,scalar,Supermarket.cashiers[0],serviceTimePerCashier:mean,,,75.296457846165
General-8-20240428-16:41:48-11298,attr,Supermarket.cashiers[0],serviceTimePerCashier:mean,recordingmode,mean,
General-8-20240428-16:41:48-11298,attr,Supermarket.cashiers[0],serviceTimePerCashier:mean,source,updateServiceTime,
General-8-20240428-16:41:48-11298,attr,Supermarket.cashiers[0],serviceTimePerCashier:mean,title,"ServiceTimePerCashier, mean",
General-8-20240428-16:41:48-11298,scalar,Supermarket.cashiers[1],idleTimePerCashier:mean,,,22.73327346576
General-8-20240428-16:41:48-11298,attr,Supermarket.cashiers[1],idleTimePerCashier:mean,recordingmode,mean,
General-8-20240428-16:41:48-11298,attr,Supermarket.cashiers[1],idleTimePerCashier:mean,source,updateIdleTime,
General-8-20240428-16:41:48-11298,attr,Supermarket.cashiers[1],idleTimePerCashier:mean,title,"IdleTimePerCashier, mean",
General-8-20240428-16:41:48-11298,scalar,Supermarket.cashiers[1],serviceTimePerCashier:mean,,,58.883919375772
General-8-20240428-16:41:48-11298,attr,Supermarket.cashiers[1],serviceTimePerCashier:mean,recordingmode,mean,
General-8-20240428-16:41:48-11298,attr,Supermarket.cashiers[1],serviceTimePerCashier:mean,source,updateServiceTime,
General-8-20240428-16:41:48-11298,attr,Supermarket.cashiers[1],serviceTimePerCashier:mean,title,"ServiceTimePerCashier, mean",
General-8-20240428-16:41:48-11298,scalar,Supermarket.cashiers[2],idleTimePerCashier:mean,,,18.322821836383
